From	Entry	Entry Name	Protein names
NP_659003	Q96DB9	FXYD5_HUMAN	FXYD domain-containing ion transport regulator 5 (Dysadherin)
NP_000012	P49768	PSN1_HUMAN	Presenilin-1 (PS-1) (EC 3.4.23.-) (Protein S182) [Cleaved into: Presenilin-1 NTF subunit; Presenilin-1 CTF subunit; Presenilin-1 CTF12 (PS1-CTF12)]
NP_000012	A0A024R6A3	A0A024R6A3_HUMAN	Presenilin (EC 3.4.23.-)
NP_036618	P49810	PSN2_HUMAN	Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]
NP_000438	P49810	PSN2_HUMAN	Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]
NP_002214	Q14571	ITPR2_HUMAN	Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)
NP_002215	Q14573	ITPR3_HUMAN	Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)
NP_002215	A6H8K3	A6H8K3_HUMAN	Inositol 1,4,5-trisphosphate receptor
NP_002215	Q59ES2	Q59ES2_HUMAN	Inositol 1,4,5-trisphosphate receptor type 3 variant
NP_001026	Q92736	RYR2_HUMAN	Ryanodine receptor 2 (RYR-2) (RyR2) (hRYR-2) (Cardiac muscle ryanodine receptor) (Cardiac muscle ryanodine receptor-calcium release channel) (Type 2 ryanodine receptor)
NP_001027	Q15413	RYR3_HUMAN	Ryanodine receptor 3 (RYR-3) (RyR3) (Brain ryanodine receptor-calcium release channel) (Brain-type ryanodine receptor) (Type 3 ryanodine receptor)
NP_000531	P21817	RYR1_HUMAN	Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)
NP_001036188	P21817	RYR1_HUMAN	Ryanodine receptor 1 (RYR-1) (RyR1) (Skeletal muscle calcium release channel) (Skeletal muscle ryanodine receptor) (Skeletal muscle-type ryanodine receptor) (Type 1 ryanodine receptor)
NP_002213	Q14643	ITPR1_HUMAN	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)
NP_002213	B4DER3	B4DER3_HUMAN	Inositol 1,4,5-trisphosphate receptor
NP_002213	B4DGH1	B4DGH1_HUMAN	cDNA FLJ54348, highly similar to Inositol 1,4,5-trisphosphate receptor type 1
NP_002213	Q59H91	Q59H91_HUMAN	Inositol 1,4,5-trisphosphate receptor type 1 variant
NP_001093422	Q14643	ITPR1_HUMAN	Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)
NP_001093422	B4DER3	B4DER3_HUMAN	Inositol 1,4,5-trisphosphate receptor
NP_001093422	Q59H91	Q59H91_HUMAN	Inositol 1,4,5-trisphosphate receptor type 1 variant
NP_060582	Q9NVV0	TM38B_HUMAN	Trimeric intracellular cation channel type B (TRIC-B) (TRICB) (Transmembrane protein 38B)
NP_076979	Q9H6F2	TM38A_HUMAN	Trimeric intracellular cation channel type A (TRIC-A) (TRICA) (Transmembrane protein 38A)
NP_003295	P48995	TRPC1_HUMAN	Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1)
NP_003296	Q13507	TRPC3_HUMAN	Short transient receptor potential channel 3 (TrpC3) (Transient receptor protein 3) (TRP-3) (hTrp-3) (hTrp3)
NP_003298	O94759	TRPM2_HUMAN	Transient receptor potential cation channel subfamily M member 2 (Estrogen-responsive element-associated gene 1 protein) (Long transient receptor potential channel 2) (LTrpC-2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7) (Transient receptor potential melastatin 2)
NP_004612	Q9Y210	TRPC6_HUMAN	Short transient receptor potential channel 6 (TrpC6) (Transient receptor protein 6) (TRP-6)
NP_036603	Q9UL62	TRPC5_HUMAN	Short transient receptor potential channel 5 (TrpC5) (Transient receptor protein 5) (TRP-5) (hTRP-5) (hTRP5)
NP_057263	Q9UBN4	TRPC4_HUMAN	Short transient receptor potential channel 4 (TrpC4) (Trp-related protein 4) (hTrp-4) (hTrp4)
NP_065122	Q9HCX4	TRPC7_HUMAN	Short transient receptor potential channel 7 (TrpC7) (Transient receptor protein 7) (TRP-7) (hTRP7)
NP_055370	Q9NZQ8	TRPM5_HUMAN	Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein)
NP_062815	Q9NQA5	TRPV5_HUMAN	Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transport protein 2) (CaT2) (Epithelial calcium channel 1) (ECaC) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3)
NP_062815	A0A0A6YY98	A0A0A6YY98_HUMAN	Transient receptor potential cation channel subfamily V member 5
NP_061116	Q9H1D0	TRPV6_HUMAN	Transient receptor potential cation channel subfamily V member 6 (TrpV6) (CaT-like) (CaT-L) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2)
NP_542437	Q8NER1	TRPV1_HUMAN	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)
NP_542436	Q8NER1	TRPV1_HUMAN	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)
NP_542435	Q8NER1	TRPV1_HUMAN	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)
NP_061197	Q8NER1	TRPV1_HUMAN	Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Capsaicin receptor) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)
NP_060132	Q9BX84	TRPM6_HUMAN	Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)
NP_057197	Q9Y5S1	TRPV2_HUMAN	Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Osm-9-like TRP channel 2) (OTRPC2) (Vanilloid receptor-like protein 1) (VRL-1)
NP_060106	Q8TD43	TRPM4_HUMAN	Transient receptor potential cation channel subfamily M member 4 (hTRPM4) (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (Melastatin-4)
NP_076985	Q7Z2W7	TRPM8_HUMAN	Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)
NP_076985	W8DTH1	W8DTH1_HUMAN	Transient receptor melastatin 8
NP_002411	Q7Z4N2	TRPM1_HUMAN	Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1)
NP_659505	Q8NET8	TRPV3_HUMAN	Transient receptor potential cation channel subfamily V member 3 (TrpV3) (Vanilloid receptor-like 3) (VRL-3)
NP_067638	Q9HBA0	TRPV4_HUMAN	Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (VRL-2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC)
NP_671737	Q9HBA0	TRPV4_HUMAN	Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (VRL-2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC)
NP_996830	A2A3F4	A2A3F4_HUMAN	Transient receptor potential cation channel subfamily M member 3
NP_996829	E9PBI7	E9PBI7_HUMAN	Transient receptor potential cation channel subfamily M member 3
NP_996828	H7BYP1	H7BYP1_HUMAN	Transient receptor potential cation channel subfamily M member 3 (Transient receptor potential cation channel, subfamily M, member 3, isoform CRA_c)
NP_079247	G5E9G1	G5E9G1_HUMAN	Transient receptor potential cation channel subfamily M member 3 (Transient receptor potential cation channel, subfamily M, member 3, isoform CRA_a)
NP_001007472	Q9HCF6	TRPM3_HUMAN	Transient receptor potential cation channel subfamily M member 3 (Long transient receptor potential channel 3) (LTrpC-3) (LTrpC3) (Melastatin-2) (MLSN2)
NP_060142	Q96QT4	TRPM7_HUMAN	Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7)
NP_060142	A0A024R5V1	A0A024R5V1_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)
NP_001005367	Q9H313	TTYH1_HUMAN	Protein tweety homolog 1 (hTTY1)
NP_065710	Q9H313	TTYH1_HUMAN	Protein tweety homolog 1 (hTTY1)
NP_079526	Q9C0H2	TTYH3_HUMAN	Protein tweety homolog 3 (hTTY3)
NP_079526	A0A024R816	A0A024R816_HUMAN	Protein tweety homolog
NP_079526	Q8WYU9	Q8WYU9_HUMAN	Uncharacterized protein pp5715
NP_443101	Q9BSA4	TTYH2_HUMAN	Protein tweety homolog 2 (hTTY2)
NP_116035	Q9BSA4	TTYH2_HUMAN	Protein tweety homolog 2 (hTTY2)
NP_116035	Q8N3U8	Q8N3U8_HUMAN	Protein tweety homolog
NP_056949	Q13336	UT1_HUMAN	Urea transporter 1 (Solute carrier family 14 member 1) (Urea transporter, erythrocyte)
NP_056949	G0W2N5	G0W2N5_HUMAN	Urea transporter
NP_009094	Q15849	UT2_HUMAN	Urea transporter 2 (Solute carrier family 14 member 2) (Urea transporter, kidney)
NP_000709	Q00975	CAC1B_HUMAN	Voltage-dependent N-type calcium channel subunit alpha-1B (Brain calcium channel III) (BIII) (Calcium channel, L type, alpha-1 polypeptide isoform 5) (Voltage-gated calcium channel subunit alpha Cav2.2)
NP_000711	Q01668	CAC1D_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1D (Calcium channel, L type, alpha-1 polypeptide, isoform 2) (Voltage-gated calcium channel subunit alpha Cav1.3)
NP_000711	Q59GD8	Q59GD8_HUMAN	Calcium channel, voltage-dependent, L type, alpha 1D subunit variant
NP_000712	Q15878	CAC1E_HUMAN	Voltage-dependent R-type calcium channel subunit alpha-1E (Brain calcium channel II) (BII) (Calcium channel, L type, alpha-1 polypeptide, isoform 6) (Voltage-gated calcium channel subunit alpha Cav2.3)
NP_000712	Q59FG1	Q59FG1_HUMAN	Voltage-dependent R-type calcium channel subunit alpha
NP_000078	P29973	CNGA1_HUMAN	cGMP-gated cation channel alpha-1 (Cyclic nucleotide-gated cation channel 1) (Cyclic nucleotide-gated channel alpha-1) (CNG channel alpha-1) (CNG-1) (CNG1) (Cyclic nucleotide-gated channel, photoreceptor) (Rod photoreceptor cGMP-gated channel subunit alpha)
NP_000078	A0A024R9X3	A0A024R9X3_HUMAN	Cyclic nucleotide gated channel alpha 1, isoform CRA_a
NP_001073347	Q16281	CNGA3_HUMAN	Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3)
NP_001289	Q16281	CNGA3_HUMAN	Cyclic nucleotide-gated cation channel alpha-3 (Cone photoreceptor cGMP-gated channel subunit alpha) (Cyclic nucleotide-gated channel alpha-3) (CNG channel alpha-3) (CNG-3) (CNG3)
NP_002224	P22459	KCNA4_HUMAN	Potassium voltage-gated channel subfamily A member 4 (HPCN2) (Voltage-gated K(+) channel HuKII) (Voltage-gated potassium channel HBK4) (Voltage-gated potassium channel HK1) (Voltage-gated potassium channel subunit Kv1.4)
NP_002226	P17658	KCNA6_HUMAN	Potassium voltage-gated channel subfamily A member 6 (Voltage-gated potassium channel HBK2) (Voltage-gated potassium channel subunit Kv1.6)
NP_002236	O00180	KCNK1_HUMAN	Potassium channel subfamily K member 1 (Inward rectifying potassium channel protein TWIK-1) (Potassium channel K2P1) (Potassium channel KCNO1)
NP_002236	A0A024R3T2	A0A024R3T2_HUMAN	Potassium channel subfamily K member
NP_002237	O14649	KCNK3_HUMAN	Potassium channel subfamily K member 3 (Acid-sensitive potassium channel protein TASK-1) (TWIK-related acid-sensitive K(+) channel 1) (Two pore potassium channel KT3.1) (Two pore K(+) channel KT3.1)
NP_003731	O95279	KCNK5_HUMAN	Potassium channel subfamily K member 5 (Acid-sensitive potassium channel protein TASK-2) (TWIK-related acid-sensitive K(+) channel 2)
NP_003731	A0A024RD32	A0A024RD32_HUMAN	Potassium channel, subfamily K, member 5, isoform CRA_a
NP_002241	O15554	KCNN4_HUMAN	Intermediate conductance calcium-activated potassium channel protein 4 (SK4) (SKCa 4) (SKCa4) (IKCa1) (IK1) (KCa3.1) (KCa4) (Putative Gardos channel)
NP_000325	P35499	SCN4A_HUMAN	Sodium channel protein type 4 subunit alpha (SkM1) (Sodium channel protein skeletal muscle subunit alpha) (Sodium channel protein type IV subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.4)
NP_002967	Q01118	SCN7A_HUMAN	Sodium channel protein type 7 subunit alpha (Putative voltage-gated sodium channel subunit alpha Nax) (Sodium channel protein cardiac and skeletal muscle subunit alpha) (Sodium channel protein type VII subunit alpha)
NP_002968	Q15858	SCN9A_HUMAN	Sodium channel protein type 9 subunit alpha (Neuroendocrine sodium channel) (hNE-Na) (Peripheral sodium channel 1) (PN1) (Sodium channel protein type IX subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.7)
NP_000060	Q13698	CAC1S_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)
NP_000208	Q09470	KCNA1_HUMAN	Potassium voltage-gated channel subfamily A member 1 (Voltage-gated K(+) channel HuKI) (Voltage-gated potassium channel HBK1) (Voltage-gated potassium channel subunit Kv1.1)
NP_000209	P51787	KCNQ1_HUMAN	Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)
NP_000209	Q96AI9	Q96AI9_HUMAN	IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1
NP_000229	Q12809	KCNH2_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Eag homolog) (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (H-ERG) (hERG-1) (hERG1) (Voltage-gated potassium channel subunit Kv11.1)
NP_000229	A0A090N8Q0	A0A090N8Q0_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
NP_000229	Q15BH2	Q15BH2_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
NP_742054	Q12809	KCNH2_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Eag homolog) (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (H-ERG) (hERG-1) (hERG1) (Voltage-gated potassium channel subunit Kv11.1)
NP_742054	A0A090N7X5	A0A090N7X5_HUMAN	Potassium voltage-gated channel, subfamily H (Eag-related), member 2
NP_742053	Q12809	KCNH2_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Eag homolog) (Ether-a-go-go-related gene potassium channel 1) (ERG-1) (Eag-related protein 1) (Ether-a-go-go-related protein 1) (H-ERG) (hERG-1) (hERG1) (Voltage-gated potassium channel subunit Kv11.1)
NP_742053	A0A090N7W1	A0A090N7W1_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
NP_742053	Q15BH2	Q15BH2_HUMAN	Potassium voltage-gated channel subfamily H member 2 (Ether-a-go-go-related gene potassium channel 1) (Voltage-gated potassium channel subunit Kv11.1)
NP_004814	Q9Y257	KCNK6_HUMAN	Potassium channel subfamily K member 6 (Inward rectifying potassium channel protein TWIK-2) (TWIK-originated similarity sequence)
NP_004814	B2RDS2	B2RDS2_HUMAN	Potassium channel subfamily K member
NP_004510	O43525	KCNQ3_HUMAN	Potassium voltage-gated channel subfamily KQT member 3 (KQT-like 3) (Potassium channel subunit alpha KvLQT3) (Voltage-gated potassium channel subunit Kv7.3)
NP_004965	P16389	KCNA2_HUMAN	Potassium voltage-gated channel subfamily A member 2 (NGK1) (Voltage-gated K(+) channel HuKIV) (Voltage-gated potassium channel HBK5) (Voltage-gated potassium channel subunit Kv1.2)
NP_004966	Q14721	KCNB1_HUMAN	Potassium voltage-gated channel subfamily B member 1 (Delayed rectifier potassium channel 1) (DRK1) (h-DRK1) (Voltage-gated potassium channel subunit Kv2.1)
NP_004967	P48547	KCNC1_HUMAN	Potassium voltage-gated channel subfamily C member 1 (NGK2) (Voltage-gated potassium channel subunit Kv3.1) (Voltage-gated potassium channel subunit Kv4)
NP_005174	O60840	CAC1F_HUMAN	Voltage-dependent L-type calcium channel subunit alpha-1F (Voltage-gated calcium channel subunit alpha Cav1.4)
NP_005468	Q9Y3Q4	HCN4_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 4
NP_005540	Q16322	KCA10_HUMAN	Potassium voltage-gated channel subfamily A member 10 (Voltage-gated potassium channel subunit Kv1.8)
NP_006505	Q9Y5Y9	SCNAA_HUMAN	Sodium channel protein type 10 subunit alpha (Peripheral nerve sodium channel 3) (PN3) (hPN3) (Sodium channel protein type X subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.8)
NP_036415	Q9UJ96	KCNG2_HUMAN	Potassium voltage-gated channel subfamily G member 2 (Cardiac potassium channel subunit) (Voltage-gated potassium channel subunit Kv6.2)
NP_036417	Q9UQ05	KCNH4_HUMAN	Potassium voltage-gated channel subfamily H member 4 (Brain-specific eag-like channel 2) (BEC2) (Ether-a-go-go-like potassium channel 1) (ELK channel 1) (ELK1) (Voltage-gated potassium channel subunit Kv12.3)
NP_055194	Q6PIU1	KCNV1_HUMAN	Potassium voltage-gated channel subfamily V member 1 (Neuronal potassium channel alpha subunit HNKA) (Voltage-gated potassium channel subunit Kv8.1)
NP_054858	Q9UI33	SCNBA_HUMAN	Sodium channel protein type 11 subunit alpha (Peripheral nerve sodium channel 5) (PN5) (Sensory neuron sodium channel 2) (Sodium channel protein type XI subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.9) (hNaN)
NP_055006	Q9UQD0	SCN8A_HUMAN	Sodium channel protein type 8 subunit alpha (Sodium channel protein type VIII subunit alpha) (Voltage-gated sodium channel subunit alpha Nav1.6)
NP_036413	Q9NZV8	KCND2_HUMAN	Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2)
NP_036413	A4D0V9	A4D0V9_HUMAN	Potassium voltage-gated channel subfamily D member 2 (Voltage-gated potassium channel subunit Kv4.2)
NP_612190	P57789	KCNKA_HUMAN	Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit)
NP_066984	P57789	KCNKA_HUMAN	Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit)
NP_612191	P57789	KCNKA_HUMAN	Potassium channel subfamily K member 10 (Outward rectifying potassium channel protein TREK-2) (TREK-2 K(+) channel subunit)
NP_071338	Q9HB15	KCNKC_HUMAN	Potassium channel subfamily K member 12 (Tandem pore domain halothane-inhibited potassium channel 2) (THIK-2)
NP_071753	Q9H427	KCNKF_HUMAN	Potassium channel subfamily K member 15 (Acid-sensitive potassium channel protein TASK-5) (TWIK-related acid-sensitive K(+) channel 5) (Two pore potassium channel KT3.3) (Two pore K(+) channel KT3.3)
NP_075461	O00555	CAC1A_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)
NP_075461	A0A087WW63	A0A087WW63_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha
NP_075461	Q9NS89	Q9NS89_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha
NP_000059	O00555	CAC1A_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha-1A (Brain calcium channel I) (BI) (Calcium channel, L type, alpha-1 polypeptide isoform 4) (Voltage-gated calcium channel subunit alpha Cav2.1)
NP_000059	Q9NS89	Q9NS89_HUMAN	Voltage-dependent P/Q-type calcium channel subunit alpha
NP_002242	Q96KK3	KCNS1_HUMAN	Potassium voltage-gated channel subfamily S member 1 (Delayed-rectifier K(+) channel alpha subunit 1) (Voltage-gated potassium channel subunit Kv9.1)
NP_002242	A2RUL8	A2RUL8_HUMAN	KCNS1 protein (Potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1, isoform CRA_b) (cDNA FLJ75995, highly similar to Homo sapiens potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 (KCNS1), mRNA)
NP_110406	Q9H252	KCNH6_HUMAN	Potassium voltage-gated channel subfamily H member 6 (Ether-a-go-go-related gene potassium channel 2) (ERG-2) (Eag-related protein 2) (Ether-a-go-go-related protein 2) (hERG-2) (hERG2) (Voltage-gated potassium channel subunit Kv11.2)
NP_775115	Q9H252	KCNH6_HUMAN	Potassium voltage-gated channel subfamily H member 6 (Ether-a-go-go-related gene potassium channel 2) (ERG-2) (Eag-related protein 2) (Ether-a-go-go-related protein 2) (hERG-2) (hERG2) (Voltage-gated potassium channel subunit Kv11.2)
NP_115491	Q96T55	KCNKG_HUMAN	Potassium channel subfamily K member 16 (2P domain potassium channel Talk-1) (TWIK-related alkaline pH-activated K(+) channel 1) (TALK-1)
NP_201567	Q9NYG8	KCNK4_HUMAN	Potassium channel subfamily K member 4 (TWIK-related arachidonic acid-stimulated potassium channel protein) (TRAAK) (Two pore potassium channel KT4.1) (Two pore K(+) channel KT4.1)
NP_201567	A0A024R5C7	A0A024R5C7_HUMAN	HCG1810791, isoform CRA_b
NP_201567	Q2YDA1	Q2YDA1_HUMAN	KCNK4 protein
NP_071337	Q9HB14	KCNKD_HUMAN	Potassium channel subfamily K member 13 (Tandem pore domain halothane-inhibited potassium channel 1) (THIK-1)
NP_742093	Q96P56	CTSR2_HUMAN	Cation channel sperm-associated protein 2 (CatSper2)
NP_473361	Q96P56	CTSR2_HUMAN	Cation channel sperm-associated protein 2 (CatSper2)
NP_113648	Q96T54	KCNKH_HUMAN	Potassium channel subfamily K member 17 (2P domain potassium channel Talk-2) (Acid-sensitive potassium channel protein TASK-4) (TWIK-related acid-sensitive K(+) channel 4) (TWIK-related alkaline pH-activated K(+) channel 2) (TALK-2)
NP_579875	Q8TAE7	KCNG3_HUMAN	Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)
NP_758847	Q8TAE7	KCNG3_HUMAN	Potassium voltage-gated channel subfamily G member 3 (Voltage-gated potassium channel subunit Kv10.1) (Voltage-gated potassium channel subunit Kv6.3)
NP_598004	Q8TDN2	KCNV2_HUMAN	Potassium voltage-gated channel subfamily V member 2 (Voltage-gated potassium channel subunit Kv8.2)
NP_002227	Q9H3M0	KCNF1_HUMAN	Potassium voltage-gated channel subfamily F member 1 (Voltage-gated potassium channel subunit Kv5.1) (kH1)
NP_620714	Q8NHX9	TPC2_HUMAN	Two pore channel protein 2 (Two pore calcium channel protein 2)
NP_620714	Q59G56	Q59G56_HUMAN	Two pore segment channel 2 variant
NP_715624	Q96PR1	KCNC2_HUMAN	Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2)
NP_631875	Q96PR1	KCNC2_HUMAN	Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2)
NP_631875	A0A024RBA5	A0A024RBA5_HUMAN	Potassium voltage-gated channel, Shaw-related subfamily, member 2, isoform CRA_a
NP_631874	Q96PR1	KCNC2_HUMAN	Potassium voltage-gated channel subfamily C member 2 (Shaw-like potassium channel) (Voltage-gated potassium channel Kv3.2)
NP_631874	A0A024RBE3	A0A024RBE3_HUMAN	Potassium voltage-gated channel, Shaw-related subfamily, member 2, isoform CRA_d
NP_001185	Q9UL51	HCN2_HUMAN	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 (Brain cyclic nucleotide-gated channel 2) (BCNG-2)
NP_740752	Q9UGI6	KCNN3_HUMAN	Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)
NP_002240	Q9UGI6	KCNN3_HUMAN	Small conductance calcium-activated potassium channel protein 3 (SK3) (SKCa 3) (SKCa3) (KCa2.3)
NP_061971	Q9NQW8	CNGB3_HUMAN	Cyclic nucleotide-gated cation channel beta-3 (Cone photoreceptor cGMP-gated channel subunit beta) (Cyclic nucleotide-gated cation channel modulatory subunit) (Cyclic nucleotide-gated channel beta-3) (CNG channel beta-3)
NP_758963	Q8NCM2	KCNH5_HUMAN	Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2)
NP_647479	Q8NCM2	KCNH5_HUMAN	Potassium voltage-gated channel subfamily H member 5 (Ether-a-go-go potassium channel 2) (hEAG2) (Voltage-gated potassium channel subunit Kv10.2)
NP_443099	Q8IZF0	NALCN_HUMAN	Sodium leak channel NALCN (CanIon) (Sodium leak channel non-selective protein) (Voltage gated channel-like protein 1)
NP_443099	A0A024RE05	A0A024RE05_HUMAN	Voltage gated channel like 1, isoform CRA_a
NP_004968	Q14003	KCNC3_HUMAN	Potassium voltage-gated channel subfamily C member 3 (KSHIIID) (Voltage-gated potassium channel subunit Kv3.3)
NP_002239	Q92952	KCNN1_HUMAN	Small conductance calcium-activated potassium channel protein 1 (SK1) (SKCa 1) (SKCa1) (KCa2.1)
NP_067627	Q9H2S1	KCNN2_HUMAN	Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2)
NP_740721	Q9H2S1	KCNN2_HUMAN	Small conductance calcium-activated potassium channel protein 2 (SK2) (SKCa 2) (SKCa2) (KCa2.2)
NP_002223	P22001	KCNA3_HUMAN	Potassium voltage-gated channel subfamily A member 3 (HGK5) (HLK3) (HPCN3) (Voltage-gated K(+) channel HuKIII) (Voltage-gated potassium channel subunit Kv1.3)
NP_002225	P22460	KCNA5_HUMAN	Potassium voltage-gated channel subfamily A member 5 (HPCN1) (Voltage-gated potassium channel HK2) (Voltage-gated potassium channel subunit Kv1.5)
NP_114092	Q96RP8	KCNA7_HUMAN	Potassium voltage-gated channel subfamily A member 7 (Voltage-gated potassium channel subunit Kv1.7)
